Ontology ID	LABEL	Entity type	SubClass Of [NAMED]	alternative term	definition	definition source	Reference web link (top ability)	term editor	desposition	role	SubProperty Of
OCCO:33202200	forest fire inspector or prevention specialist	Class	fire inspector	Forest Fire Inspectors and Prevention Specialists	"Enforce fire regulations, inspect forest for fire hazards, and recommend forest fire prevention or control measures. May report forest fires and weather conditions."		https://www.bls.gov/oes/current/oes332022.htm	Sam Smith|Oliver He			
OCCO:33301100	bailiff	Class	"bailiff, correctional officer, or jailer"	Bailiffs	Maintain order in courts of law.		https://www.bls.gov/oes/current/oes333011.htm	Sam Smith|Oliver He			
OCCO:33301200	correctional officer or jailer	Class	"bailiff, correctional officer, or jailer"	Correctional Officers and Jailers	"Guard inmates in penal or rehabilitative institutions in accordance with established regulations and procedures. May guard prisoners in transit between jail, courtroom, prison, or other point. Includes deputy sheriffs and police who spend the majority of their time guarding prisoners in correctional institutions."		https://www.bls.gov/oes/current/oes333012.htm	Sam Smith|Oliver He			
OCCO:33302102	police identification or records officer	Class	detective or criminal investigator (broad)	Police Identification and Records Officers	"Collect evidence at crime scene, classify and identify fingerprints, and photograph evidence for use in criminal and civil cases."		https://www.bls.gov/oes/current/oes333021.htm	Sam Smith|Oliver He			
OCCO:33302106	intelligence analyst	Class	detective or criminal investigator (broad)	Intelligence Analysts	"Gather, analyze, or evaluate information from a variety of sources, such as law enforcement databases, surveillance, intelligence networks or geographic information systems. Use intelligence data to anticipate and prevent organized crime activities, such as terrorism."		https://www.bls.gov/oes/current/oes333021.htm	Sam Smith|Oliver He			
OCCO:33303100	fish or game warden	Class	fish or game warden (broad)	Fish and Game Wardens	Patrol assigned area to prevent fish and game law violations. Investigate reports of damage to crops or property by wildlife. Compile biological data.		https://www.bls.gov/oes/current/oes333031.htm	Sam Smith|Oliver He			
OCCO:33304100	parking enforcement worker	Class	parking enforcement worker (broad)	Parking Enforcement Workers	"Patrol assigned area, such as public parking lot or city streets to issue tickets to overtime parking violators and illegally parked vehicles."		https://www.bls.gov/oes/current/oes333041.htm	Sam Smith|Oliver He			
OCCO:33305200	transit or railroad police	Class	police officer	Transit and Railroad Police	"Protect and police railroad and transit property, employees, or passengers."		https://www.bls.gov/oes/current/oes333052.htm	Sam Smith|Oliver He			
OCCO:33901100	animal control worker	Class	animal control worker (broad)	Animal Control Workers	"Handle animals for the purpose of investigations of mistreatment, or control of abandoned, dangerous, or unattended animals."		https://www.bls.gov/oes/current/oes339011.htm	Sam Smith|Oliver He			
OCCO:33902100	private detective or investigator	Class	private detective or investigator (broad)	Private Detectives and Investigators	"Gather, analyze, compile, and report information regarding individuals or organizations to clients, or detect occurrences of unlawful acts or infractions of rules in private establishment."		https://www.bls.gov/oes/current/oes339021.htm	Sam Smith|Oliver He			
OCCO:33903200	security guard	Class	security guard or gambling surveillance officer	Security Guards	"Guard, patrol, or monitor premises to prevent theft, violence, or infractions of rules. May operate x-ray and metal detector equipment."		https://www.bls.gov/oes/current/oes339032.htm	Sam Smith|Oliver He			
OCCO:33909200	"lifeguard, ski patrol, or other recreational protective service worker"	Class	miscellaneous protective service worker	"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"	"Monitor recreational areas, such as pools, beaches, or ski slopes, to provide assistance and protection to participants."		https://www.bls.gov/oes/current/oes339092.htm	Sam Smith|Oliver He			
OCCO:33909300	transportation security screener	Class	miscellaneous protective service worker	Transportation Security Screeners	"Conduct screening of passengers, baggage, or cargo to ensure compliance with Transportation Security Administration (TSA) regulations. May operate basic security equipment such as x-ray machines and hand wands at screening checkpoints."		https://www.bls.gov/oes/current/oes339093.htm	Sam Smith|Oliver He			
OCCO:33909902	retail loss prevention specialist	Class	miscellaneous protective service worker	Retail Loss Prevention Specialists	"Implement procedures and systems to prevent merchandise loss. Conduct audits and investigations of employee activity. May assist in developing policies, procedures, and systems for safeguarding assets."		https://www.bls.gov/oes/current/oes339099.htm	Sam Smith|Oliver He			
OCCO:35101100	chef or head cook	Class	supervisor of food preparation or serving worker	Chefs and Head Cooks	"Direct and may participate in the preparation, seasoning, and cooking of salads, soups, fish, meats, vegetables, desserts, or other foods. May plan and price menu items, order supplies, and keep records and accounts."		https://www.bls.gov/oes/current/oes351011.htm	Sam Smith|Oliver He			
OCCO:35101200	first-line supervisor of food preparation or serving worker	Class	supervisor of food preparation or serving worker	First-Line Supervisors of Food Preparation and Serving Workers	Directly supervise and coordinate activities of workers engaged in preparing and serving food.		https://www.bls.gov/oes/current/oes351012.htm	Sam Smith|Oliver He			
OCCO:35201100	"cook, fast food"	Class	cook	"Cooks, Fast Food"	Prepare and cook food in a fast food restaurant with a limited menu. Duties of these cooks are limited to preparation of a few basic items and normally involve operating large-volume single-purpose cooking equipment.		https://www.bls.gov/oes/current/oes352011.htm	Sam Smith|Oliver He			
OCCO:35201200	"cook, institution or cafeteria"	Class	cook	"Cooks, Institution and Cafeteria"	"Prepare and cook large quantities of food for institutions, such as schools, hospitals, or cafeterias."		https://www.bls.gov/oes/current/oes352012.htm	Sam Smith|Oliver He			
OCCO:35201300	"cook, private household"	Class	cook	"Cooks, Private Household"	Prepare meals in private homes. Includes personal chefs.		https://www.bls.gov/oes/current/oes352013.htm	Sam Smith|Oliver He			
OCCO:35201400	"cook, restaurant"	Class	cook	"Cooks, Restaurant"	"Prepare, season, and cook dishes such as soups, meats, vegetables, or desserts in restaurants. May order supplies, keep records and accounts, price items on menu, or plan menu."		https://www.bls.gov/oes/current/oes352014.htm	Sam Smith|Oliver He			
OCCO:35201500	"cook, short order"	Class	cook	"Cooks, Short Order"	Prepare and cook to order a variety of foods that require only a short preparation time. May take orders from customers and serve patrons at counters or tables.		https://www.bls.gov/oes/current/oes352015.htm	Sam Smith|Oliver He			
OCCO:35202100	food preparation worker	Class	food preparation worker (broad)	Food Preparation Workers	"Perform a variety of food preparation duties other than cooking, such as preparing cold foods and shellfish, slicing meat, and brewing coffee or tea."		https://www.bls.gov/oes/current/oes352021.htm	Sam Smith|Oliver He			
OCCO:35301100	bartender	Class	bartender (broad)	Bartenders	"Mix and serve drinks to patrons, directly or through waitstaff."		https://www.bls.gov/oes/current/oes353011.htm	Sam Smith|Oliver He			
OCCO:35302301	barista	Class	fast food or counter worker (broad)	Baristas	Prepare or serve specialty coffee or other beverages. Serve food such as baked goods or sandwiches to patrons.		https://www.bls.gov/oes/current/oes353023.htm	Sam Smith|Oliver He			
